gene	ensembl_gene_id	gencode_id	whole_blood_median_tpm
KIAA1024	ENSG00000169330	ENSG00000169330.8	0.0703314
GP2	ENSG00000169347	ENSG00000169347.16	0.0207063
SLC33A1	ENSG00000169359	ENSG00000169359.13	1.21119
SNUPN	ENSG00000169371	ENSG00000169371.13	4.42251
CRADD	ENSG00000169372	ENSG00000169372.12	1.90064
SIN3A	ENSG00000169375	ENSG00000169375.15	5.67912
ARL13B	ENSG00000169379	ENSG00000169379.15	0.397402
RNASE2	ENSG00000169385	ENSG00000169385.2	240.474
RNASE3	ENSG00000169397	ENSG00000169397.3	36.7344
PTK2	ENSG00000169398	ENSG00000169398.19	0.467931
PTAFR	ENSG00000169403	ENSG00000169403.11	40.192
PTPN9	ENSG00000169410	ENSG00000169410.9	2.58043
RNASE6	ENSG00000169413	ENSG00000169413.2	72.3545
CXCL8	ENSG00000169429	ENSG00000169429.10	17.4582
SCN9A	ENSG00000169432	ENSG00000169432.14	0.194653
SDC2	ENSG00000169439	ENSG00000169439.11	0.733199
CD52	ENSG00000169442	ENSG00000169442.8	150.402
MMGT1	ENSG00000169446	ENSG00000169446.5	9.93583
TM2D2	ENSG00000169490	ENSG00000169490.16	4.21573
PLEKHA2	ENSG00000169499	ENSG00000169499.14	18.4623
CLIC4	ENSG00000169504	ENSG00000169504.14	4.75447
SLC38A11	ENSG00000169507	ENSG00000169507.9	0.0972791
METTL15	ENSG00000169519	ENSG00000169519.20	0.367248
ZEB2	ENSG00000169554	ENSG00000169554.18	9.54747
HINT1	ENSG00000169567	ENSG00000169567.11	28.0129
DTWD2	ENSG00000169570	ENSG00000169570.9	0.270811
CLIC3	ENSG00000169583	ENSG00000169583.12	15.3269
INO80E	ENSG00000169592	ENSG00000169592.14	15.4921
DFFB	ENSG00000169598	ENSG00000169598.15	2.07027
NFU1	ENSG00000169599	ENSG00000169599.12	3.69104
ANTXR1	ENSG00000169604	ENSG00000169604.19	0.104811
GKN1	ENSG00000169605	ENSG00000169605.5	0
C15orf40	ENSG00000169609	ENSG00000169609.13	1.10809
FAM103A1	ENSG00000169612	ENSG00000169612.3	3.61935
APLF	ENSG00000169621	ENSG00000169621.9	0.181821
RGPD8	ENSG00000169629	ENSG00000169629.11	0.130176
LUZP1	ENSG00000169641	ENSG00000169641.13	0.993228
HEXDC	ENSG00000169660	ENSG00000169660.15	19.6458
SPNS1	ENSG00000169682	ENSG00000169682.17	25.2135
LRRC45	ENSG00000169683	ENSG00000169683.7	4.95978
CHRNA5	ENSG00000169684	ENSG00000169684.13	0.0458339
CENPX	ENSG00000169689	ENSG00000169689.14	12.0841
AGPAT2	ENSG00000169692	ENSG00000169692.12	71.0206
ASPSCR1	ENSG00000169696	ENSG00000169696.15	4.78031
FASN	ENSG00000169710	ENSG00000169710.8	3.41505
MT1E	ENSG00000169715	ENSG00000169715.14	1.84598
DUS1L	ENSG00000169718	ENSG00000169718.17	25.7553
GPS1	ENSG00000169727	ENSG00000169727.12	26.7006
DCXR	ENSG00000169738	ENSG00000169738.7	33.2191
ZNF32	ENSG00000169740	ENSG00000169740.13	6.74932
LDB2	ENSG00000169744	ENSG00000169744.12	0.208201
RAC3	ENSG00000169750	ENSG00000169750.8	0.682403
NRG4	ENSG00000169752	ENSG00000169752.16	0.0814475
LIMS1	ENSG00000169756	ENSG00000169756.16	9.12013
TMEM266	ENSG00000169758	ENSG00000169758.12	0.0724997
TAPT1	ENSG00000169762	ENSG00000169762.16	4.26488
UGP2	ENSG00000169764	ENSG00000169764.15	39.2311
HNRNPF	ENSG00000169813	ENSG00000169813.16	66.2822
BTD	ENSG00000169814	ENSG00000169814.12	3.49717
CSGALNACT2	ENSG00000169826	ENSG00000169826.7	54.7258
AVEN	ENSG00000169857	ENSG00000169857.7	2.75843
TRIM56	ENSG00000169871	ENSG00000169871.12	11.2651
WNT10B	ENSG00000169884	ENSG00000169884.13	1.79371
CALML6	ENSG00000169885	ENSG00000169885.9	0.174714
REPS2	ENSG00000169891	ENSG00000169891.17	10.6695
ITGAM	ENSG00000169896	ENSG00000169896.16	148.759
TPST1	ENSG00000169902	ENSG00000169902.13	13.2457
TOR1AIP2	ENSG00000169905	ENSG00000169905.12	4.76801
TM4SF1	ENSG00000169908	ENSG00000169908.11	0.28862
OTUD3	ENSG00000169914	ENSG00000169914.5	1.01437
OTUD7A	ENSG00000169918	ENSG00000169918.9	0.106192
GUSB	ENSG00000169919	ENSG00000169919.16	34.4518
BRD3	ENSG00000169925	ENSG00000169925.16	3.50077
KLF13	ENSG00000169926	ENSG00000169926.10	22.9565
TAS1R3	ENSG00000169962	ENSG00000169962.4	0.91979
TMEM42	ENSG00000169964	ENSG00000169964.7	5.04676
MAP3K2	ENSG00000169967	ENSG00000169967.16	14.0988
PUSL1	ENSG00000169972	ENSG00000169972.11	7.46617
SF3B5	ENSG00000169976	ENSG00000169976.6	85.8748
ZNF35	ENSG00000169981	ENSG00000169981.10	1.02444
IFFO2	ENSG00000169991	ENSG00000169991.10	2.03739
NLGN2	ENSG00000169992	ENSG00000169992.9	0.635575
MYO7B	ENSG00000169994	ENSG00000169994.18	3.85161
CHD3	ENSG00000170004	ENSG00000170004.16	29.1143
TMEM154	ENSG00000170006	ENSG00000170006.11	18.4701
ALCAM	ENSG00000170017	ENSG00000170017.12	3.45502
YWHAG	ENSG00000170027	ENSG00000170027.6	21.1891
UBE2E3	ENSG00000170035	ENSG00000170035.15	13.6682
CNTROB	ENSG00000170037	ENSG00000170037.13	8.58895
TRAPPC1	ENSG00000170043	ENSG00000170043.11	199.536
KCNAB3	ENSG00000170049	ENSG00000170049.9	1.77176
FAM153A	ENSG00000170074	ENSG00000170074.19	0.297564
GPR37L1	ENSG00000170075	ENSG00000170075.8	0.0810083
SIMC1	ENSG00000170085	ENSG00000170085.17	1.36213
TMEM192	ENSG00000170088	ENSG00000170088.13	0.906221
RP11-423H2.1	ENSG00000170089	ENSG00000170089.15	0.928497
HMP19	ENSG00000170091	ENSG00000170091.10	0.215965
SPDYE5	ENSG00000170092	ENSG00000170092.14	0.190388
ZNF778	ENSG00000170100	ENSG00000170100.13	0.580331
NIPA1	ENSG00000170113	ENSG00000170113.15	0.589398
FOXD4	ENSG00000170122	ENSG00000170122.5	0.0494379
GPR25	ENSG00000170128	ENSG00000170128.4	0.761312
UBE2E1	ENSG00000170142	ENSG00000170142.11	11.4366
SIK2	ENSG00000170145	ENSG00000170145.4	1.78679
CHRNB1	ENSG00000170175	ENSG00000170175.10	2.01193
USP38	ENSG00000170185	ENSG00000170185.9	4.29202
SLC16A5	ENSG00000170190	ENSG00000170190.15	14.5543
ANKK1	ENSG00000170209	ENSG00000170209.4	0.271178
ADPRM	ENSG00000170222	ENSG00000170222.11	6.86011
FABP6	ENSG00000170231	ENSG00000170231.15	0.275038
PWWP2A	ENSG00000170234	ENSG00000170234.12	2.12333
USP47	ENSG00000170242	ENSG00000170242.17	4.53561
PDCD6IP	ENSG00000170248	ENSG00000170248.13	19.2663
ZNF212	ENSG00000170260	ENSG00000170260.8	4.14642
FAM161A	ENSG00000170264	ENSG00000170264.12	0.0563489
ZNF282	ENSG00000170265	ENSG00000170265.11	12.8744
GLB1	ENSG00000170266	ENSG00000170266.15	18.0462
GON7	ENSG00000170270	ENSG00000170270.4	2.63628
FAXDC2	ENSG00000170271	ENSG00000170271.10	11.9498
CRTAP	ENSG00000170275	ENSG00000170275.14	19.7734
ELP5	ENSG00000170291	ENSG00000170291.14	6.17908
CMTM8	ENSG00000170293	ENSG00000170293.8	1.67186
STX8	ENSG00000170310	ENSG00000170310.14	6.82206
NFRKB	ENSG00000170322	ENSG00000170322.14	7.11928
PRDM10	ENSG00000170325	ENSG00000170325.14	2.28724
B3GNT2	ENSG00000170340	ENSG00000170340.10	8.55786
FOS	ENSG00000170345	ENSG00000170345.9	187.48
TMED10	ENSG00000170348	ENSG00000170348.8	29.6634
SETMAR	ENSG00000170364	ENSG00000170364.12	0.80321
SMAD1	ENSG00000170365	ENSG00000170365.9	0.380561
TCAF2	ENSG00000170379	ENSG00000170379.19	2.09265
LRRN2	ENSG00000170382	ENSG00000170382.11	2.16008
SLC30A1	ENSG00000170385	ENSG00000170385.9	3.46362
DCLK2	ENSG00000170390	ENSG00000170390.15	0.0927621
ZNF804A	ENSG00000170396	ENSG00000170396.7	0.151482
GPRC5C	ENSG00000170412	ENSG00000170412.16	0.30301
TMEM182	ENSG00000170417	ENSG00000170417.15	0.092608
KRT8	ENSG00000170421	ENSG00000170421.12	0.30904
ADORA2B	ENSG00000170425	ENSG00000170425.3	1.0522
MGMT	ENSG00000170430	ENSG00000170430.9	3.93059
METTL7B	ENSG00000170439	ENSG00000170439.6	5.19794
KRT86	ENSG00000170442	ENSG00000170442.11	0.206101
HARS	ENSG00000170445	ENSG00000170445.12	9.62533
NFXL1	ENSG00000170448	ENSG00000170448.11	3.08579
DENND5B	ENSG00000170456	ENSG00000170456.15	0.180849
CD14	ENSG00000170458	ENSG00000170458.13	322.35
DNAJC18	ENSG00000170464	ENSG00000170464.9	0.453119
RIOX1	ENSG00000170468	ENSG00000170468.7	2.65576
SPATA24	ENSG00000170469	ENSG00000170469.10	0.972458
RALGAPB	ENSG00000170471	ENSG00000170471.14	6.36083
PYM1	ENSG00000170473	ENSG00000170473.16	9.61283
KRT4	ENSG00000170477	ENSG00000170477.12	0.516558
NPAS2	ENSG00000170485	ENSG00000170485.16	0.15027
KRT72	ENSG00000170486	ENSG00000170486.10	3.96094
NUDT9	ENSG00000170502	ENSG00000170502.12	2.23979
HSD17B13	ENSG00000170509	ENSG00000170509.11	1.04679
ELOVL6	ENSG00000170522	ENSG00000170522.9	0.689471
PFKFB3	ENSG00000170525	ENSG00000170525.19	119.433
ARL6IP1	ENSG00000170540	ENSG00000170540.14	44.8828
SERPINB9	ENSG00000170542	ENSG00000170542.5	17.4463
SMAGP	ENSG00000170545	ENSG00000170545.16	1.71868
CDH2	ENSG00000170558	ENSG00000170558.8	0.0723074
EMB	ENSG00000170571	ENSG00000170571.11	68.1335
NUDCD2	ENSG00000170584	ENSG00000170584.10	0.829525
IRF2BP1	ENSG00000170604	ENSG00000170604.4	8.12693
HSPA4	ENSG00000170606	ENSG00000170606.14	14.1173
COMMD5	ENSG00000170619	ENSG00000170619.9	9.60199
GTSF1	ENSG00000170627	ENSG00000170627.10	0.967644
DPY19L2P2	ENSG00000170629	ENSG00000170629.14	0.149557
ZNF16	ENSG00000170631	ENSG00000170631.14	1.12851
ARMC10	ENSG00000170632	ENSG00000170632.13	4.11312
ACYP2	ENSG00000170634	ENSG00000170634.12	0.94232
TRABD	ENSG00000170638	ENSG00000170638.9	116.633
ATF7	ENSG00000170653	ENSG00000170653.18	8.03329
SOCS6	ENSG00000170677	ENSG00000170677.5	0.292437
ZNF296	ENSG00000170684	ENSG00000170684.8	4.2359
HOXB9	ENSG00000170689	ENSG00000170689.9	0.0356095
POLH	ENSG00000170734	ENSG00000170734.11	2.4673
KIF5B	ENSG00000170759	ENSG00000170759.10	11.8522
AKAP13	ENSG00000170776	ENSG00000170776.21	16.05
CDCA4	ENSG00000170779	ENSG00000170779.10	2.6822
CHCHD7	ENSG00000170791	ENSG00000170791.17	6.88382
HTRA3	ENSG00000170801	ENSG00000170801.9	0.927152
FOXN2	ENSG00000170802	ENSG00000170802.15	7.67764
BFSP2	ENSG00000170819	ENSG00000170819.4	0.0545751
USP32	ENSG00000170832	ENSG00000170832.12	23.991
PPM1D	ENSG00000170836	ENSG00000170836.11	4.18331
GPR27	ENSG00000170837	ENSG00000170837.2	10.2527
AC093323.3	ENSG00000170846	ENSG00000170846.16	4.01089
KBTBD2	ENSG00000170852	ENSG00000170852.10	14.5784
RIOX2	ENSG00000170854	ENSG00000170854.17	1.12567
LILRP2	ENSG00000170858	ENSG00000170858.10	0.991783
LSM3	ENSG00000170860	ENSG00000170860.3	1.90993
KIAA0232	ENSG00000170871	ENSG00000170871.11	10.5106
MTSS1	ENSG00000170873	ENSG00000170873.18	7.29063
TMEM43	ENSG00000170876	ENSG00000170876.7	34.5724
RNF139	ENSG00000170881	ENSG00000170881.4	9.30183
RPS9	ENSG00000170889	ENSG00000170889.13	290.05
CYTL1	ENSG00000170891	ENSG00000170891.10	0.832375
TSEN34	ENSG00000170892	ENSG00000170892.10	71.4037
TRH	ENSG00000170893	ENSG00000170893.3	0.0424691
GSTA4	ENSG00000170899	ENSG00000170899.10	0.370561
MSANTD4	ENSG00000170903	ENSG00000170903.10	0.727789
NDUFA3	ENSG00000170906	ENSG00000170906.15	15.9749
OSCAR	ENSG00000170909	ENSG00000170909.13	122.57
PAQR8	ENSG00000170915	ENSG00000170915.8	1.85721
TPT1-AS1	ENSG00000170919	ENSG00000170919.15	2.26628
TANC2	ENSG00000170921	ENSG00000170921.15	2.18978
ZNF160	ENSG00000170949	ENSG00000170949.17	2.77446
ZNF415	ENSG00000170954	ENSG00000170954.11	0.093268
PRKCDBP	ENSG00000170955	ENSG00000170955.9	1.26791
CEACAM3	ENSG00000170956	ENSG00000170956.16	58.8404
PDGFD	ENSG00000170962	ENSG00000170962.12	1.16452
PKIA	ENSG00000171033	ENSG00000171033.12	0.506283
XKR6	ENSG00000171044	ENSG00000171044.10	0.172476
TSNARE1	ENSG00000171045	ENSG00000171045.14	2.41211
FPR2	ENSG00000171049	ENSG00000171049.8	81.785
FPR1	ENSG00000171051	ENSG00000171051.8	1360.67
FEZ2	ENSG00000171055	ENSG00000171055.14	6.36558
C11orf24	ENSG00000171067	ENSG00000171067.10	5.20647
FAM86JP	ENSG00000171084	ENSG00000171084.15	0.0840371
KYAT1	ENSG00000171097	ENSG00000171097.13	2.60679
MTM1	ENSG00000171100	ENSG00000171100.14	3.38793
SIGLEC17P	ENSG00000171101	ENSG00000171101.13	2.61997
INSR	ENSG00000171105	ENSG00000171105.13	1.44396
MFN1	ENSG00000171109	ENSG00000171109.18	4.24787
GIMAP8	ENSG00000171115	ENSG00000171115.3	11.7459
ATP6V0E2	ENSG00000171130	ENSG00000171130.17	6.02636
PRKCE	ENSG00000171132	ENSG00000171132.13	1.26239
JAGN1	ENSG00000171135	ENSG00000171135.13	13.9969
RLN3	ENSG00000171136	ENSG00000171136.6	0.322297
TADA3	ENSG00000171148	ENSG00000171148.13	51.8401
SOCS5	ENSG00000171150	ENSG00000171150.7	1.64702
C1GALT1C1	ENSG00000171155	ENSG00000171155.7	8.97608
C9orf16	ENSG00000171159	ENSG00000171159.4	50.324
MORN4	ENSG00000171160	ENSG00000171160.17	0.159621
ZNF692	ENSG00000171163	ENSG00000171163.15	15.0074
NAIF1	ENSG00000171169	ENSG00000171169.8	4.38214
RBKS	ENSG00000171174	ENSG00000171174.13	1.00861
GRIK1	ENSG00000171189	ENSG00000171189.17	0.0643809
MUC7	ENSG00000171195	ENSG00000171195.10	0
TMEM126B	ENSG00000171204	ENSG00000171204.12	3.69508
TRIM8	ENSG00000171206	ENSG00000171206.13	52.7084
NETO2	ENSG00000171208	ENSG00000171208.9	0.964543
CDC42BPG	ENSG00000171219	ENSG00000171219.8	0.85232
SCAND1	ENSG00000171222	ENSG00000171222.10	51.9779
LRG1	ENSG00000171236	ENSG00000171236.9	166.606
SHCBP1	ENSG00000171241	ENSG00000171241.8	0.756866
FAM98B	ENSG00000171262	ENSG00000171262.11	1.33906
ZNF439	ENSG00000171291	ENSG00000171291.8	0.724357
ZNF440	ENSG00000171295	ENSG00000171295.12	0.927924
GAA	ENSG00000171298	ENSG00000171298.12	42.6526
CANT1	ENSG00000171302	ENSG00000171302.16	25.6919
ZDHHC16	ENSG00000171307	ENSG00000171307.18	5.60902
CHST11	ENSG00000171310	ENSG00000171310.10	23.8393
PGAM1	ENSG00000171314	ENSG00000171314.8	60.4728
CHD7	ENSG00000171316	ENSG00000171316.11	2.96958
ESCO2	ENSG00000171320	ENSG00000171320.14	0.11399
CLCN5	ENSG00000171365	ENSG00000171365.15	0.576201
TPPP	ENSG00000171368	ENSG00000171368.11	0.308172
KCND3	ENSG00000171385	ENSG00000171385.9	0.0664357
PDE7B	ENSG00000171408	ENSG00000171408.13	0.0479097
MRPL36	ENSG00000171421	ENSG00000171421.12	4.59955
NAT1	ENSG00000171428	ENSG00000171428.13	0.774635
ZNF524	ENSG00000171443	ENSG00000171443.6	35.9798
MCC	ENSG00000171444	ENSG00000171444.17	0.518134
ZBTB26	ENSG00000171448	ENSG00000171448.8	1.04304
DSEL	ENSG00000171451	ENSG00000171451.13	0.0887068
POLR1C	ENSG00000171453	ENSG00000171453.17	3.82635
ASXL1	ENSG00000171456	ENSG00000171456.16	8.03245
DLK2	ENSG00000171462	ENSG00000171462.14	0.483303
ZNF562	ENSG00000171466	ENSG00000171466.9	1.28695
ZNF318	ENSG00000171467	ENSG00000171467.15	3.10198
ZNF561	ENSG00000171469	ENSG00000171469.10	2.61135
WIPF2	ENSG00000171475	ENSG00000171475.13	10.2956
HOPX	ENSG00000171476	ENSG00000171476.21	7.79587
LRRC8C	ENSG00000171488	ENSG00000171488.14	2.24235
RSL1D1	ENSG00000171490	ENSG00000171490.12	15.268
LRRC8D	ENSG00000171492	ENSG00000171492.14	5.69231
COL24A1	ENSG00000171502	ENSG00000171502.14	0.0445662
ETFDH	ENSG00000171503	ENSG00000171503.11	3.80852
LPAR3	ENSG00000171517	ENSG00000171517.5	0.0457444
PTGER4	ENSG00000171522	ENSG00000171522.5	8.79328
TBCA	ENSG00000171530	ENSG00000171530.13	8.33683
BCL2L1	ENSG00000171552	ENSG00000171552.12	176.293
FGG	ENSG00000171557	ENSG00000171557.16	0.255041
PLRG1	ENSG00000171566	ENSG00000171566.11	6.70162
ZNF584	ENSG00000171574	ENSG00000171574.17	0.707245
DNAI2	ENSG00000171595	ENSG00000171595.13	0.126227
CLSTN1	ENSG00000171603	ENSG00000171603.16	8.58892
CXXC5	ENSG00000171604	ENSG00000171604.11	5.47266
ZNF274	ENSG00000171606	ENSG00000171606.17	6.39541
PIK3CD	ENSG00000171608	ENSG00000171608.15	96.7038
SLC25A33	ENSG00000171612	ENSG00000171612.6	0.993388
ENC1	ENSG00000171617	ENSG00000171617.13	3.50242
SPSB1	ENSG00000171621	ENSG00000171621.13	0.856933
P2RY6	ENSG00000171631	ENSG00000171631.14	0.276087
BPTF	ENSG00000171634	ENSG00000171634.16	3.84961
S100Z	ENSG00000171643	ENSG00000171643.13	1.96498
ZIK1	ENSG00000171649	ENSG00000171649.11	0.415337
NMRAL2P	ENSG00000171658	ENSG00000171658.8	0.254007
GPR34	ENSG00000171659	ENSG00000171659.13	1.22958
PLEKHG5	ENSG00000171680	ENSG00000171680.21	0.309659
ATF7IP	ENSG00000171681	ENSG00000171681.12	8.33669
TCEA2	ENSG00000171703	ENSG00000171703.16	3.32092
ANO5	ENSG00000171714	ENSG00000171714.10	0.0726258
GPHN	ENSG00000171723	ENSG00000171723.15	0.627916
TMEM51	ENSG00000171729	ENSG00000171729.13	0.674957
CAMTA1	ENSG00000171735	ENSG00000171735.18	1.16292
LGALS4	ENSG00000171747	ENSG00000171747.8	0.563164
SPATA5L1	ENSG00000171763	ENSG00000171763.18	4.30822
GATM	ENSG00000171766	ENSG00000171766.15	0.58896
RASGRP4	ENSG00000171777	ENSG00000171777.15	134.259
BCL2	ENSG00000171791	ENSG00000171791.12	1.82958
RHNO1	ENSG00000171792	ENSG00000171792.10	3.31467
CTPS1	ENSG00000171793	ENSG00000171793.13	2.30649
KNDC1	ENSG00000171798	ENSG00000171798.17	0.150367
METTL18	ENSG00000171806	ENSG00000171806.11	1.48437
COL8A2	ENSG00000171812	ENSG00000171812.12	0.647245
PWWP2B	ENSG00000171813	ENSG00000171813.13	12.7438
ZNF540	ENSG00000171817	ENSG00000171817.16	0.444717
FBXL14	ENSG00000171823	ENSG00000171823.6	5.34291
EXOSC10	ENSG00000171824	ENSG00000171824.13	14.9554
ZNF570	ENSG00000171827	ENSG00000171827.10	0.289266
NINJ2	ENSG00000171840	ENSG00000171840.11	26.119
MLLT3	ENSG00000171843	ENSG00000171843.15	0.909939
FAM90A1	ENSG00000171847	ENSG00000171847.10	0.210559
TRAPPC12	ENSG00000171853	ENSG00000171853.15	8.5571
C3AR1	ENSG00000171860	ENSG00000171860.4	80.8368
MRM3	ENSG00000171861	ENSG00000171861.10	4.87663
PTEN	ENSG00000171862	ENSG00000171862.10	40.2665
PRNP	ENSG00000171867	ENSG00000171867.16	12.1345
TLN2	ENSG00000171914	ENSG00000171914.16	0.158462
TVP23B	ENSG00000171928	ENSG00000171928.13	1.56725
ZNF217	ENSG00000171940	ENSG00000171940.13	11.428
SRGAP2C	ENSG00000171943	ENSG00000171943.11	0.951455
SCG2	ENSG00000171951	ENSG00000171951.4	0.05894
ATPAF2	ENSG00000171953	ENSG00000171953.15	4.7171
CYP4F22	ENSG00000171954	ENSG00000171954.12	0.380878
PPIH	ENSG00000171960	ENSG00000171960.10	7.361
DRC3	ENSG00000171962	ENSG00000171962.17	0.145445
ZNF57	ENSG00000171970	ENSG00000171970.12	0.585957
C20orf196	ENSG00000171984	ENSG00000171984.14	4.34573
JMJD1C	ENSG00000171988	ENSG00000171988.18	7.29028
SYNPO	ENSG00000171992	ENSG00000171992.12	0.537411
MAL	ENSG00000172005	ENSG00000172005.10	12.4896
ZNF554	ENSG00000172006	ENSG00000172006.11	0.759873
THOP1	ENSG00000172009	ENSG00000172009.14	2.87835
GAP43	ENSG00000172020	ENSG00000172020.12	0.054226
EPHX4	ENSG00000172031	ENSG00000172031.6	0.0398101
LAMB2	ENSG00000172037	ENSG00000172037.13	0.912192
ORMDL3	ENSG00000172057	ENSG00000172057.9	16.7386
MOB3A	ENSG00000172081	ENSG00000172081.13	174.75
NME6	ENSG00000172113	ENSG00000172113.8	5.09213
CD8B	ENSG00000172116	ENSG00000172116.21	12.5625
SLFN12	ENSG00000172123	ENSG00000172123.12	2.03716
CALB2	ENSG00000172137	ENSG00000172137.18	0.0771692
FRMD3	ENSG00000172159	ENSG00000172159.15	0.66282
SNTB1	ENSG00000172164	ENSG00000172164.13	3.32946
MTBP	ENSG00000172167	ENSG00000172167.7	0.229406
MRPL13	ENSG00000172172	ENSG00000172172.7	2.0444
MALT1	ENSG00000172175	ENSG00000172175.12	3.45996
ISG20	ENSG00000172183	ENSG00000172183.14	51.4389
MBOAT1	ENSG00000172197	ENSG00000172197.10	8.64684
CXCR6	ENSG00000172215	ENSG00000172215.5	1.48193
CEBPB	ENSG00000172216	ENSG00000172216.5	367.161
PAIP1	ENSG00000172239	ENSG00000172239.13	3.45229
CLEC7A	ENSG00000172243	ENSG00000172243.17	60.2957
C5orf34	ENSG00000172244	ENSG00000172244.8	0.262141
C1QTNF4	ENSG00000172247	ENSG00000172247.3	0.375389
ZNF131	ENSG00000172262	ENSG00000172262.11	2.42542
MACROD2	ENSG00000172264	ENSG00000172264.16	0.0535245
DPAGT1	ENSG00000172269	ENSG00000172269.18	7.53816
BSG	ENSG00000172270	ENSG00000172270.18	419.298
HINFP	ENSG00000172273	ENSG00000172273.12	3.83529
CERS6	ENSG00000172292	ENSG00000172292.14	1.74424
COPRS	ENSG00000172301	ENSG00000172301.10	3.1018
TP53RK	ENSG00000172315	ENSG00000172315.5	3.55053
CLEC12A	ENSG00000172322	ENSG00000172322.13	33.25
ALG14	ENSG00000172339	ENSG00000172339.9	0.191459
SUCLG2	ENSG00000172340	ENSG00000172340.14	6.29368
STARD5	ENSG00000172345	ENSG00000172345.13	2.72728
CSDC2	ENSG00000172346	ENSG00000172346.14	0.118786
RCAN2	ENSG00000172348	ENSG00000172348.14	0.203778
IL16	ENSG00000172349	ENSG00000172349.17	38.7198
MCRIP2	ENSG00000172366	ENSG00000172366.19	4.46032
PDZD3	ENSG00000172367	ENSG00000172367.15	0.205255
C2CD2L	ENSG00000172375	ENSG00000172375.12	9.76205
ARNT2	ENSG00000172379	ENSG00000172379.20	0.0496784
GNG12	ENSG00000172380	ENSG00000172380.5	0.154339
SYNPO2	ENSG00000172403	ENSG00000172403.10	0.190898
CLP1	ENSG00000172409	ENSG00000172409.5	7.37412
RSPH9	ENSG00000172426	ENSG00000172426.15	1.53952
FGGY	ENSG00000172456	ENSG00000172456.17	0.515707
PRSS30P	ENSG00000172460	ENSG00000172460.15	1.15251
ZNF24	ENSG00000172466	ENSG00000172466.15	6.51379
MANEA	ENSG00000172469	ENSG00000172469.15	0.6927
AGXT	ENSG00000172482	ENSG00000172482.4	0.128457
AFF1	ENSG00000172493	ENSG00000172493.20	8.06102
FIBP	ENSG00000172500	ENSG00000172500.12	39.2596
BANP	ENSG00000172530	ENSG00000172530.20	6.02471
PPP1CA	ENSG00000172531	ENSG00000172531.14	131.465
HCFC1	ENSG00000172534	ENSG00000172534.13	6.70496
FAM170B	ENSG00000172538	ENSG00000172538.6	0.0561288
CTSW	ENSG00000172543	ENSG00000172543.7	98.0428
NIPAL4	ENSG00000172548	ENSG00000172548.14	0.174005
MUCL1	ENSG00000172551	ENSG00000172551.10	0.135517
FNDC9	ENSG00000172568	ENSG00000172568.4	0.198063
PDE3A	ENSG00000172572	ENSG00000172572.6	0.0593866
RASGRP1	ENSG00000172575	ENSG00000172575.11	3.58017
KLHL6	ENSG00000172578	ENSG00000172578.11	7.00999
MRPL52	ENSG00000172590	ENSG00000172590.18	16.4016
SMPDL3A	ENSG00000172594	ENSG00000172594.12	4.94902
RND1	ENSG00000172602	ENSG00000172602.9	0.217072
RAD9A	ENSG00000172613	ENSG00000172613.7	8.94966
EFEMP2	ENSG00000172638	ENSG00000172638.12	6.79623
OR10AD1	ENSG00000172640	ENSG00000172640.3	0.0630624
WASHC2C	ENSG00000172661	ENSG00000172661.17	15.1357
ZMAT3	ENSG00000172667	ENSG00000172667.10	1.97279
ZFAND4	ENSG00000172671	ENSG00000172671.19	0.895663
THEMIS	ENSG00000172673	ENSG00000172673.10	1.32459
ZNF738	ENSG00000172687	ENSG00000172687.13	0.677751
SLFN11	ENSG00000172716	ENSG00000172716.16	7.1529
FUT10	ENSG00000172728	ENSG00000172728.15	0.269648
LRRC20	ENSG00000172731	ENSG00000172731.13	0.704782
MUS81	ENSG00000172732	ENSG00000172732.11	17.84
TMEM217	ENSG00000172738	ENSG00000172738.11	0.1296
ZNF596	ENSG00000172748	ENSG00000172748.13	0.266219
CFL1	ENSG00000172757	ENSG00000172757.12	414.953
TMCC1	ENSG00000172765	ENSG00000172765.16	4.68677
EFCAB12	ENSG00000172771	ENSG00000172771.11	1.8886
FAM192A	ENSG00000172775	ENSG00000172775.16	32.563
RAB43	ENSG00000172780	ENSG00000172780.16	14.5502
CBWD1	ENSG00000172785	ENSG00000172785.18	0.423217
RAB37	ENSG00000172794	ENSG00000172794.19	27.7416
DCP2	ENSG00000172795	ENSG00000172795.15	9.52276
SNX32	ENSG00000172803	ENSG00000172803.17	0.144685
RPL38	ENSG00000172809	ENSG00000172809.12	284.431
CYP7B1	ENSG00000172817	ENSG00000172817.3	0.0385622
RARG	ENSG00000172819	ENSG00000172819.16	2.89034
SSH3	ENSG00000172830	ENSG00000172830.12	19.9209
PDP2	ENSG00000172840	ENSG00000172840.6	0.465192
SP3	ENSG00000172845	ENSG00000172845.14	13.6254
DMXL1	ENSG00000172869	ENSG00000172869.14	1.19015
METAP1D	ENSG00000172878	ENSG00000172878.13	0.667404
NADSYN1	ENSG00000172890	ENSG00000172890.11	25.3742
NBEA	ENSG00000172915	ENSG00000172915.18	0.0635452
RNASEH2C	ENSG00000172922	ENSG00000172922.8	16.097
MYEOV	ENSG00000172927	ENSG00000172927.7	0.195567
ANKRD13D	ENSG00000172932	ENSG00000172932.14	84.3848
OXSR1	ENSG00000172939	ENSG00000172939.8	18.0229
